,car_name,price,kms_driven,fuel_type,city,year_of_manufacture
2056,Renault Kwid 1.0 RXL [2017-2019],335000,32000,Petrol,Thane,2017
2057,Honda Amaze 1.2 S AT,649000,15075,Petrol,Bangalore,2016
2058,Hyundai Elite i20 Asta 1.2,650000,100000,Petrol,Hyderabad,2016
2059,Honda Brio VX AT,435000,46314,Petrol,Mumbai,2014
2060,Maruti Suzuki Baleno Zeta 1.3,730000,58238,Diesel,Hyderabad,2017
2061,Ford Figo Trend 1.2 Ti-VCT,430000,44000,Petrol,Ahmedabad,2017
2062,Skoda Rapid Style 1.6 MPI,666000,45834,Petrol,Pune,2016
2063,MG Gloster Savvy 6 STR,3900000,22000,Diesel,Hyderabad,2020
2064,Ford Aspire Trend Plus CNG,677000,47781,CNG,Pune,2019
2065,Honda WR-V VX MT Petrol,735000,51425,Petrol,Ahmedabad,2018
2066,Jaguar XE Prestige Diesel,3775000,9090,Diesel,Bangalore,2018
2067,Tata Nexon EV XZ Plus,1875000,7000,Electric,Ahmedabad,2022
2068,Honda Amaze 1.2 VX i-VTEC,439000,44114,Petrol,Pune,2013
2069,Honda Jazz SV Petrol,495000,52000,Petrol,Noida,2015
2070,Tata Safari XZA New,2615000,6625,Diesel,Pune,2022
2071,Renault Duster 110 PS RXZ,895000,62732,Diesel,Thane,2018
2072,Toyota Innova Crysta 2.8 ZX,2400000,121842,Diesel,Hyderabad,2018
2073,Skoda Rapid Ambition 1.6 MPI,899000,57702,Petrol,Bangalore,2018
2074,Hyundai Verna Fluidic 1.6 VTVT,649000,40493,Petrol,Bangalore,2015
2075,Maruti Suzuki Swift VDi,750000,65000,Diesel,Hyderabad,2018
2076,Ford EcoSport Ambiente 1.5L Ti-VCT,625000,30723,Petrol,Noida,2017
2077,Hyundai i20 Sportz 1.2 (O),889000,15608,Petrol,Bangalore,2020
2078,Renault Triber RXZ [2019-2020],765000,19000,Petrol,Mumbai,2021
2079,Hyundai Grand i10 Sports Edition,349000,52242,Diesel,Kolkata,2015
2080,Tata Harrier XZ [2019-2020],1550000,45163,Diesel,Ahmedabad,2019
2081,Tata Altroz XT Petrol,706000,33530,Petrol,Chennai,2020
2082,Renault Duster RXL Petrol,789000,60444,Petrol,Bangalore,2017
2083,Hyundai Elite i20 Magna Executive,538000,27189,Petrol,Kolkata,2018
2084,Maruti Suzuki Ertiga Vxi CNG,715000,112000,CNG,Thane,2014
2085,Toyota Corolla Altis VL AT,1295000,65100,Petrol,Thane,2018
2086,Maruti Suzuki Dzire VXi AMT,647000,21477,Petrol,Delhi,2019
2087,Honda City V,879000,14437,Petrol,Delhi,2018
2088,Maruti Suzuki Alto LXi BS-III,180000,67181,Petrol,Hyderabad,2008
2089,Honda City V CVT Petrol,935000,31482,Petrol,Thane,2018
2090,Maruti Suzuki Dzire VXi,550000,27563,Petrol,Kolkata,2018
2091,Land Rover Discovery Sport SE,6400000,8500,Petrol,Ahmedabad,2021
2092,Honda Jazz V Petrol,425000,37210,Petrol,Kolkata,2016
2093,Hyundai Grand i10 Sports Edition,450000,66250,Petrol,Ahmedabad,2014
2094,Ford Figo Titanium1.5 TDCi,360000,42158,Diesel,Kolkata,2015
2095,MINI Cooper Countryman Cooper D,2200000,68862,Diesel,Hyderabad,2013
2096,Hyundai Verna 1.6 VTVT SX,838000,37622,Petrol,Chennai,2018
2097,Maruti Suzuki Ciaz VXi+ AT,675000,64726,Petrol,Mumbai,2017
2098,Hyundai Verna 1.6 VTVT SX,876000,29150,Petrol,Pune,2017
