,car_name,price,kms_driven,fuel_type,city,year_of_manufacture
1041,Skoda Rapid Ambition 1.6 TDI,745000,117048,Diesel,Hyderabad,2016
1042,Maruti Suzuki Alto 800 LXi,350000,28200,Petrol,Ahmedabad,2021
1043,Maruti Suzuki Swift VXi,499000,57742,Petrol,Bangalore,2014
1044,Audi Q3 30 TDI Premium,2250000,94520,Diesel,Ahmedabad,2017
1045,Mahindra XUV500 W8 [2015-2017],685000,88066,Diesel,Delhi,2015
1046,Volkswagen Polo Highline1.2L (D),380000,78140,Diesel,Ahmedabad,2014
1047,Tata Nexon XZA Plus Petrol,875000,29873,Petrol,Thane,2018
1048,Hyundai Elite i20 Asta 1.4,880000,56415,Diesel,Hyderabad,2019
1049,Honda BR-V S Petrol,942000,38258,Petrol,Delhi,2018
1050,Volvo S60 Kinetic D4,1595000,118271,Diesel,Hyderabad,2016
1051,Mahindra Bolero Power Plus ZLX,832000,29726,Diesel,Delhi,2019
1052,Maruti Suzuki Vitara Brezza ZDi,865000,77000,Diesel,Hyderabad,2017
1053,Mahindra XUV500 W11(O) [2018-2020],1395000,55218,Diesel,Delhi,2018
1054,Maruti Suzuki XL6 Zeta MT,1045000,2390,Petrol,Mumbai,2021
1055,Hyundai Grand i10 Sportz (O),491000,71975,Petrol,Hyderabad,2017
1056,Tata Hexa XTA 4x2 7,1550000,70930,Diesel,Hyderabad,2018
1057,Honda Amaze 1.2 S AT,625000,45751,Petrol,Ahmedabad,2017
1058,Maruti Suzuki Wagon R 1.0,369000,32702,Petrol,Kolkata,2016
1059,Honda Amaze 1.2 V MT,725000,45982,Petrol,Bangalore,2018
1060,Jeep Compass Limited (O) 2.0,1745000,57624,Diesel,Hyderabad,2018
1061,Maruti Suzuki Celerio VXi AMT,400000,67000,Petrol,Thiruvallur,2014
1062,Renault Kwid CLIMBER 1.0 (O),480000,1245,Petrol,Kolkata,2021
1063,Honda City SV,799000,56861,Petrol,Bangalore,2016
1064,Maruti Suzuki Dzire ZXi,795000,33372,Petrol,Bangalore,2020
1065,Tata Safari XZA Plus Gold,2400000,22360,Diesel,Thane,2021
1066,Hyundai i20 Magna (O) 1.2,425000,74050,Petrol,Pune,2014
1067,Hyundai Elite i20  Asta,895000,39389,Petrol,Bangalore,2018
1068,Maruti Suzuki Alto K10 VXi,336000,44042,Petrol,Pune,2015
1069,Mercedes-Benz C-Class C 220d Progressive,4600000,53841,Diesel,Hyderabad,2019
1070,Mahindra XUV500 W11 AT,1590000,45724,Diesel,Ahmedabad,2018
1071,Jeep Compass Model S (O),3700000,1600,Diesel,Hyderabad,2022
1072,Hyundai Grand i10 Magna 1.2,500000,33583,Petrol,Kolkata,2019
1073,Hyundai Venue S 1.0 AT,1045000,32727,Petrol,Mumbai,2020
1074,Hyundai Verna 1.6 VTVT SX,868000,52858,Petrol,Delhi,2018
1075,Maruti Suzuki Alto K10 VXi,295000,88989,Petrol,Chennai,2016
1076,Skoda Rapid Style 1.6 MPI,1046000,10418,Petrol,Delhi,2021
1077,Chevrolet Cruze LTZ,850000,65000,Diesel,Thane,2017
1078,Ford EcoSport Titanium 1.5 Ti-VCT,945000,43624,Petrol,Mumbai,2019
1079,Maruti Suzuki Baleno Alpha 1.2,689000,31968,Petrol,Delhi,2018
1080,Hyundai Elite i20 Asta 1.2,851000,41236,Petrol,Mumbai,2019
1081,Maruti Suzuki Baleno Zeta 1.2,585000,36101,Petrol,Mumbai,2017
1082,Hyundai Creta SX Plus 1.6,1171000,44157,Diesel,Mumbai,2017
1083,Volkswagen Polo GT TSI,592000,51644,Petrol,Pune,2014
1084,Hyundai Venue SX 1.4 CRDi,983000,40655,Diesel,Delhi,2019
1085,Honda Amaze 1.2 SX i-VTEC,469000,79749,Petrol,Pune,2015
1086,Volkswagen Ameo Trendline 1.0L (P),465000,46000,Petrol,Noida,2018
1087,Volkswagen Ameo Highline1.2L (P) [2016-2018],399000,40729,Petrol,Kolkata,2016
1088,Hyundai Elite i20 Asta 1.2,658000,36349,Petrol,Bangalore,2015
1089,Hyundai Grand i10 Magna 1.2,537000,23345,CNG,Pune,2019
1090,Hyundai Elite i20 Magna 1.2,534000,33679,Petrol,Delhi,2016
1091,Hyundai i10 1.1L iRDE Magna,295000,56000,Petrol,Thane,2014
1092,Maruti Suzuki Celerio VXi,395000,66290,Petrol,Noida,2015
1093,Maruti Suzuki Celerio ZXi (O),425000,41624,Petrol,Pune,2017
1094,Hyundai Grand i10 Sportz 1.2,431000,46458,Petrol,Pune,2013
1095,Audi A4 2.0 TDI (177bhp),1650000,116265,Diesel,Hyderabad,2013
1096,Honda Amaze 1.2 S i-VTEC,400000,50821,Petrol,Delhi,2014
1097,Mahindra XUV500 W8 [2015-2017],975000,87820,Diesel,Mumbai,2016
1098,Renault Kwid RXT [2015-2019],425000,22785,Petrol,Thane,2019
1099,Maruti Suzuki Wagon R 1.0,450000,70000,CNG,Thane,2018
1100,Mercedes-Benz E-Class E 350 CDI,2700000,84169,Diesel,Hyderabad,2016
1101,Maruti Suzuki Baleno Zeta 1.2,725000,12252,Petrol,Mumbai,2020
1102,Hyundai i20 Asta (O) 1.2,910000,12420,Petrol,Pune,2021
1103,Hyundai i10 Sportz 1.1 iRDE2,367000,50714,Petrol,Chennai,2014
1104,Tata Tiago Revotron XZ,590000,16337,Petrol,Delhi,2021
1105,Maruti Suzuki S-Cross Alpha 1.3,795000,52245,Diesel,Thane,2017
1106,Hyundai Venue SX Plus 1.0,1097000,64317,Petrol,Pune,2020
1107,Audi A6 2.0 TDI Premium,1550000,101850,Diesel,Ahmedabad,2014
1108,Hyundai Santro Sportz [2018-2020],529000,43189,Petrol,Pune,2019
1109,Audi A4 35 TDI Premium,2700000,82695,Diesel,Chennai,2016
1110,Maruti Suzuki Wagon R LXi,687000,19225,CNG,Pune,2021
1111,Maruti Suzuki Swift VXi [2014-2017],580000,63323,Petrol,Hyderabad,2016
1112,Toyota Corolla Altis GL,1150000,71957,Diesel,Hyderabad,2015
1113,Maruti Suzuki Ciaz Delta 1.5,849000,54031,Petrol,Hyderabad,2020
1114,Maruti Suzuki S-Cross Delta 1.3,895000,53416,Diesel,Bangalore,2018
1115,BMW 3 Series 320d Luxury,2785000,64229,Diesel,Bangalore,2016
1116,Honda Brio EX MT,375000,81122,Petrol,Bangalore,2014
1117,Maruti Suzuki Wagon R VXi,579000,50860,Petrol,Bangalore,2019
1118,Skoda Kushaq Style 1.0L TSI,1450000,3000,Petrol,Kolkata,2022
1119,Maruti Suzuki Swift VXi AMT,785000,32516,Petrol,Bangalore,2019
1120,Maruti Suzuki Alto K10 VXi,430000,30305,Petrol,Ahmedabad,2018
1121,Mahindra Bolero Power Plus SLE,571000,45090,Diesel,Kolkata,2017
1122,BMW 3 Series GT 320d,3950000,51400,Diesel,Hyderabad,2019
1123,Volkswagen Taigun GT Plus 1.5,1649000,9792,Petrol,Ahmedabad,2021
1124,Toyota Innova Crysta 2.8 ZX,1631000,85182,Diesel,Delhi,2017
1125,Hyundai Elantra 1.8 SX AT,685000,25000,Petrol,Pune,2014
1126,Kia Seltos GTX (O) 1.4,1598000,14300,Petrol,Pune,2021
1127,Honda City SV CVT,645000,52283,Petrol,Mumbai,2015
1128,Tata Tiago NRG Petrol,843000,9578,Petrol,Pune,2022
1129,Ford Freestyle Titanium Plus 1.2,600000,32000,Petrol,Ambattur,2020
1130,Honda City ZX CVT Petrol,925000,43239,Petrol,Mumbai,2017
1131,Maruti Suzuki Wagon R LXi,150000,150000,Petrol ,Ambattur,2007
1132,Skoda Rapid Ambition 1.6 MPI,959000,54698,Petrol,Delhi,2020
1133,Maruti Suzuki Alto 800 VXi,349000,19097,Petrol,Delhi,2020
1134,Maruti Suzuki Swift VXi [2014-2017],629000,37497,Petrol,Bangalore,2018
1135,Volkswagen Polo Highline1.2L (P),300000,76143,Petrol,Mumbai,2013
1136,Honda City VX CVT Petrol,1145000,28340,Petrol,Bangalore,2017
1137,Toyota Corolla Altis G CVT,1227000,75766,Petrol,Delhi,2017
1138,Hyundai Verna Fluidic 1.6 CRDi,600000,106985,Diesel,Hyderabad,2014
1139,Jeep Compass Limited Plus Petrol,2000000,11000,Petrol,Mumbai,2020
1140,BMW X3 xDrive20d,1800000,74073,Diesel,Hyderabad,2012
1141,Volkswagen Ameo Highline Plus 1.5L,660000,58549,Diesel,Chennai,2017
1142,Volkswagen Taigun Topline 1.0 TSI,1599000,12093,Petrol,Bangalore,2021
1143,Ford Figo Duratorq Diesel Titanium,299000,64983,Diesel,Mumbai,2013
1144,Hyundai Elite i20 Asta 1.2,515000,36787,Petrol,Thane,2014
1145,Jeep Compass Limited (O) 2.0,1126000,47631,Diesel,Kolkata,2017
1146,Maruti Suzuki Ciaz Zeta 1.4,752000,28800,Petrol,Ahmedabad,2017
1147,Maruti Suzuki Baleno Alpha 1.2,875000,43000,Petrol,Hyderabad,2019
1148,Volkswagen Vento TSI,610000,55837,Petrol,Mumbai,2016
1149,Hyundai Creta SX Plus 1.6,899000,41441,Petrol,Thane,2016
1150,Volkswagen Polo Comfortline 1.2L (P),425000,49047,Petrol,Mumbai,2015
1151,Hyundai Grand i10 Asta 1.2,428000,55888,Petrol,Hyderabad,2013
1152,Hyundai Santro Sportz CNG [2018-2020],604000,32036,CNG,Delhi,2021
1153,Maruti Suzuki Alto 800 Vxi,246000,71169,Petrol,Delhi,2014
1154,Honda Civic ZX CVT Petrol,2070000,19600,Petrol,Pune,2019
1155,Maruti Suzuki Ciaz Delta 1.3,600000,61456,Diesel,Delhi,2017
1156,Maruti Suzuki Baleno Delta Dualjet,679000,28417,Petrol,Delhi,2020
1157,Maruti Suzuki Baleno Sigma 1.3,699000,60132,Diesel,Bangalore,2018
1158,Hyundai Elite i20 Sportz 1.2,610000,45571,Petrol,Mumbai,2017
1159,Hyundai Eon 1.0 Kappa Magna,283000,34229,Petrol,Delhi,2014
1160,Maruti Suzuki Wagon R 1.0,445000,38754,Petrol,Delhi,2018
1161,Hyundai Verna 1.6 VTVT SX,965000,5564,Petrol,Mumbai,2019
1162,Maruti Suzuki Alto K10 VXi,430000,58006,Petrol,Hyderabad,2019
1163,Jeep Compass Limited Plus 2.0,2475000,11293,Diesel,Mumbai,2020
1164,Volkswagen Polo Comfortline 1.2L (P),579000,51000,Petrol,Bangalore,2015
1165,Hyundai Elite i20 Asta 1.4,770000,77505,Diesel,Chennai,2017
1166,Volkswagen Polo GT TSI,925000,62690,Petrol,Bangalore,2018
1167,Maruti Suzuki Alto 800 LXi,343000,6370,Petrol,Kolkata,2019
1168,Maruti Suzuki Swift Dzire VXI,515000,59000,Petrol,Gurgaon,2017
1169,Maruti Suzuki Swift ZXi AMT,725000,11874,Petrol,Thane,2019
1170,Renault Kwid 1.0 RXL [2017-2019],285000,56856,Petrol,Delhi,2017
1171,Maruti Suzuki Ignis Delta 1.2,474000,11824,Petrol,Pune,2018
1172,Mahindra XUV500 W6,1125000,56877,Diesel,Bangalore,2016
1173,Maruti Suzuki Wagon R 1.0,400000,45000,CNG,Thane,2015
1174,Honda WR-V VX MT Petrol,625000,24459,Petrol,Kolkata,2017
1175,Renault Kwid 1.0 RXT [2016-2019],314000,43335,Petrol,Pune,2016
1176,Honda Jazz V Petrol,400000,54912,Petrol,Kolkata,2016
1177,Maruti Suzuki Baleno Delta 1.2,665000,15116,Petrol,Mumbai,2019
1178,Volvo V90 Cross Country D5,3600000,67713,Diesel,Ahmedabad,2018
1179,Maruti Suzuki Baleno Delta 1.2,725000,45000,Petrol,Hyderabad,2020
1180,Hyundai Eon Era +,245000,46101,Petrol,Kolkata,2018
1181,Maruti Suzuki Dzire VXi AMT,769000,46232,Petrol,Bangalore,2018
1182,Mercedes-Benz GLC 220d 4MATIC Progressive,6499000,6563,Diesel,Kolkata,2022
1183,Land Rover Discovery Sport HSE,2699000,64801,Diesel,Kolkata,2016
1184,Mercedes-Benz GLE 250 d,5355000,46023,Diesel,Bangalore,2018
1185,Hyundai Verna Fluidic 1.6 VTVT,515000,74371,Petrol,Mumbai,2014
1186,Hyundai Elite i20 Magna Plus,594000,58262,Diesel,Delhi,2018
1187,Honda BR-V V CVT Petrol,790000,61225,Petrol,Mumbai,2016
1188,Hyundai Xcent S 1.2 Special,482000,37882,Petrol,Pune,2015
1189,Ford Endeavour Titanium 3.2 4x4,3300000,71773,Diesel,Hyderabad,2018
1190,Hyundai i20 Magna 1.2,299000,35982,Petrol,Kolkata,2012
1191,Honda Amaze 1.2 S i-VTEC,375000,46500,Petrol,Mumbai,2014
1192,Mercedes-Benz E-Class E 350 CDI,2799000,24162,Diesel,Kolkata,2016
1193,Datsun GO Plus T,250000,43000,Petrol,Ahmedabad,2015
1194,Ford EcoSport Titanium 1.5 TDCi,465000,53000,Diesel,Kolkata,2015
1195,Kia Sonet HTX 1.5 [2020-2021],950000,58063,Diesel,Kolkata,2021
1196,Audi Q7 45 TDI Technology,6995000,37648,Diesel,Bangalore,2018
1197,Maruti Suzuki Swift VDi,650000,82366,Diesel,Hyderabad,2017
1198,Skoda Kodiaq Style 2.0 TDI,2500000,103885,Diesel,Hyderabad,2017
1199,Hyundai Elite i20 Magna 1.2,575000,67000,Petrol,Hyderabad,2015
1200,Volkswagen Jetta Trendline 2.0L TDI,295000,63389,Diesel,Kolkata,2011
1201,Maruti Suzuki Ritz Vxi BS-IV,465000,88000,Petrol,Hyderabad,2015
1202,Audi A3 40 TFSI Premium,2450000,43290,Petrol,Pune,2018
1203,Maruti Suzuki Baleno Zeta,621000,29093,Petrol,Kolkata,2018
1204,Hyundai i10 Magna 1.1 LPG,350000,73380,LPG,Hyderabad,2013
1205,Honda Jazz VX Petrol,550000,48210,Petrol,Thane,2017
1206,Hyundai Verna Fluidic 1.6 VTVT,669000,14296,Petrol,Bangalore,2014
1207,Ford EcoSport Titanium 1.5L TDCi,650000,59511,Diesel,Kolkata,2018
1208,Toyota Fortuner 2.8 4x4 AT,4199000,6373,Diesel,Kolkata,2021
1209,Toyota Innova Crysta 2.4 ZX,2200000,88000,Diesel,Hyderabad,2018
1210,Kia Seltos HTX 1.5 [2020-2021],1275000,42000,Petrol,Ahmedabad,2020
1211,Renault Duster 110 PS RxL,775000,94931,Diesel,Bangalore,2015
1212,MG Hector Shine 1.5 Petrol,1800000,5900,Petrol,Kolkata,2021
1213,Land Rover Discovery Sport HSE,4307000,38144,Diesel,Ahmedabad,2019
1214,Toyota Innova Crysta 2.4 ZX,2700000,48989,Diesel,Thane,2020
1215,Maruti Suzuki Swift VXi [2014-2017],595000,15205,Petrol,Thane,2018
1216,Mercedes-Benz GLS 350 d,6300000,59348,Diesel,Mumbai,2017
1217,Maruti Suzuki Wagon R 1.0,382000,33941,Petrol,Kolkata,2018
1218,Maruti Suzuki Wagon R 1.0,415000,19812,CNG,Pune,2015
1219,Volkswagen Polo Highline Plus 1.2(,485000,55800,Petrol,Gurgaon,2018
1220,Hyundai Grand i10 Magna 1.2,482000,35010,Petrol,Delhi,2017
1221,Kia Seltos GTX Plus 1.4,1690000,11000,Petrol,Chennai,2020
1222,Maruti Suzuki Baleno Delta 1.2,570000,28000,Petrol,Thane,2017
1223,Renault Kwid 1.0 RXT [2016-2019],304000,53728,Petrol,Delhi,2018
1224,Tata Harrier XZ,1675000,28000,Diesel,Mumbai,2020
1225,Maruti Suzuki Alto K10 VXi,255000,66000,Petrol,Hyderabad,2012
1226,Maruti Suzuki Ertiga ZXi AT,1090000,32881,Petrol,Ahmedabad,2019
1227,Volkswagen Vento Trendline Petrol,350000,101740,Petrol,Hyderabad,2010
1228,BMW X1 sDrive20d,835000,47000,Diesel,Thane,2011
1229,Maruti Suzuki Vitara Brezza ZDi,813000,82559,Diesel,Chennai,2018
1230,Kia Seltos HTK 1.5 [2020-2021],1850000,20881,Petrol,Hyderabad,2021
1231,Toyota Corolla H2 1.8E,200000,140000,Petrol,Pallikarnai,2004
1232,Maruti Suzuki S-Cross Alpha 1.3,625000,48159,Diesel,Kolkata,2018
1233,Mercedes-Benz B-Class B180 CDI,1350000,64300,Diesel,Ahmedabad,2014
1234,Kia Seltos GTX Plus AT,1851000,32244,Diesel,Mumbai,2020
1235,Ford EcoSport Titanium + 1.5L,950000,52547,Petrol,Ahmedabad,2019
1236,Maruti Suzuki Swift VXi,325000,71861,Petrol,Bangalore,2009
1237,Hyundai Grand i10 Magna 1.2,469000,24251,Petrol,Bangalore,2013
1238,Mercedes-Benz S-Class 350 CDI Long,4660000,32500,Diesel,Mumbai,2014
1239,Maruti Suzuki Swift VDi,600000,82500,Diesel ,Poonamallee,2017
1240,Audi A3 40 TFSI Premium,1500000,69727,Petrol,Ahmedabad,2015
1241,Hyundai Elite i20 Sportz 1.2,526000,54822,Petrol,Pune,2015
1242,Ford Aspire Titanium Plus 1.5,425000,167000,Diesel,Ahmedabad,2016
1243,Skoda Kushaq Style 1.5L TSI,1925000,23402,Petrol,Bangalore,2021
1244,Hyundai Xcent S 1.2,395000,36000,Petrol,Kolkata,2018
1245,Maruti Suzuki S-Presso VXi,431000,53958,Petrol,Kolkata,2020
1246,Maruti Suzuki Baleno Zeta Automatic,690000,690000,Petrol,Thane,2018
1247,Hyundai i20 Sportz 1.2 (O),430000,50546,Petrol,Delhi,2014
1248,Maruti Suzuki Celerio VXi AMT,479000,59175,Petrol,Bangalore,2015
1249,Audi A3 35 TDI Premium,2950000,17300,Diesel,Bangalore,2018
1250,Maruti Suzuki Ritz Vxi BS-IV,425000,88000,Petrol,Hyderabad,2014
1251,Toyota Yaris G MT [2018-2020],785000,28103,Petrol,Delhi,2019
1252,Honda Jazz V Petrol,520000,73061,Petrol,Hyderabad,2015
1253,Toyota Innova 2.5 G 7,725000,101330,Diesel,Pune,2012
1254,Maruti Suzuki Baleno Zeta 1.2,942000,7773,Petrol,Pune,2021
1255,Land Rover Range Rover Velar,8500000,29000,Petrol,Faridabad,2020
1256,Maruti Suzuki Alto 800 VXi,401000,1953,Petrol,Delhi,2021
1257,Hyundai Elite i20 Asta 1.2,767000,18490,Petrol,Chennai,2019
1258,Hyundai Grand i10 Sportz U2,550000,60093,Diesel,Thane,2018
1259,Maruti Suzuki Swift VXi [2014-2017],543000,46282,Petrol,Kolkata,2019
1260,Volkswagen Vento Highline Petrol,700000,93682,Petrol,Hyderabad,2015
1261,Maruti Suzuki Swift VDi,490000,84316,Diesel,Ahmedabad,2015
1262,Kia Seltos HTX Plus AT,1700000,20175,Diesel,Hyderabad,2020
1263,Hyundai Elite i20 Asta 1.2,739000,19266,Petrol,Hyderabad,2017
1264,Maruti Suzuki Alto 800 Vxi,322000,26802,Petrol,Bangalore,2016
1265,Hyundai Elite i20 Asta 1.2,717000,20454,Petrol,Chennai,2018
1266,Toyota Corolla Altis G CVT,1227000,75766,Petrol,Delhi,2017
1267,Honda City 1.5 V MT,365000,80000,Petrol,Thane,2012
1268,Renault Kwid 1.0 RXT Opt,451000,2421,Petrol,Pune,2019
1269,Hyundai Creta SX Plus 1.6,911000,53946,Petrol,Mumbai,2016
1270,Hyundai Xcent S 1.2 (O),435000,74000,Petrol,Thane,2015
1271,Hyundai Verna 1.6 VTVT SX,775000,22911,Petrol,Thane,2018
1272,Hyundai Creta SX 1.6 AT,1450000,59994,Diesel,Hyderabad,2018
1273,Maruti Suzuki Baleno Delta 1.2,498000,48702,Petrol,Delhi,2016
1274,Honda City V,1060000,12382,Petrol,Pune,2019
1275,Hyundai Grand i10 Asta 1.2,629000,12930,Petrol,Bangalore,2016
1276,Jeep Compass Limited Plus 2.0,2475000,11293,Diesel,Mumbai,2020
1277,Maruti Suzuki Ciaz Alpha Hybrid,995000,20440,Petrol,Hyderabad,2019
1278,Maruti Suzuki Swift ZXi,570000,43000,Petrol,Thane,2017
1279,Maruti Suzuki Celerio VXi CNG,468000,81091,CNG,Delhi,2018
1280,Hyundai Grand i10 Magna 1.1,450000,67621,Diesel,Hyderabad,2014
1281,Hyundai Verna 1.6 VTVT SX,650000,38494,Petrol,Mumbai,2016
1282,Maruti Suzuki Celerio VXi (O),547000,42348,CNG,Pune,2020
1283,Maruti Suzuki Celerio VXi CNG,527000,93275,CNG,Pune,2019
1284,Maruti Suzuki Alto K10 VXi,367000,44199,Petrol,Kolkata,2018
1285,Audi A3 35 TFSI Premium,2180000,77590,Petrol,Delhi,2018
1286,Audi A3 35 TDI Premium,4299000,15678,Diesel,Kolkata,2019
1287,Maruti Suzuki Celerio VXi CNG,440000,52000,CNG,Thane,2016
1288,Maruti Suzuki Ertiga VXI CNG,1140000,28678,CNG,Thane,2021
1289,Maruti Suzuki Ritz Vxi (ABS),357000,40877,Petrol,Pune,2013
1290,Honda Jazz V Petrol,557000,44464,Petrol,Chennai,2016
1291,Mahindra Bolero Power Plus ZLX,725000,57994,Diesel,Hyderabad,2017
1292,Hyundai Elite i20 Asta 1.2,657000,54982,Petrol,Bangalore,2017
1293,Datsun GO T (O),250000,40000,Petrol,Ahmedabad,2018
1294,Maruti Suzuki A-Star Vxi,199000,54000,Petrol,Thane,2010
1295,Audi Q5 2.0 TDI quattro,1500000,56173,Diesel,Hyderabad,2012
1296,Renault Duster RXS CVT,899000,36700,Petrol,Bangalore,2019
1297,Volkswagen Taigun Topline 1.0 TSI,1895000,2377,Petrol,Hyderabad,2022
1298,Volvo S60 D5 2.4 L,1800000,83893,Diesel,Hyderabad,2016
1299,Hyundai Verna Fluidic 1.6 VTVT,425000,96000,Petrol,Noida,2011
1300,Renault Kwid RXL [2015-2019],339000,64346,Petrol,Bangalore,2016
1301,BMW 3 Series 320d Luxury,1550000,104264,Diesel,Hyderabad,2013
1302,Hyundai Santro Magna [2018-2020],441000,15447,Petrol,Kolkata,2020
1303,MG Hector Sharp 1.5 DCT,1599000,29979,Petrol,Bangalore,2019
1304,Skoda Octavia 1.8 TSI L&K,1699000,45661,Petrol,Thane,2018
1305,MG ZS EV Exclusive [2020-2021],1919000,57946,Electric,Bangalore,2020
1306,Renault Kwid 1.0 RXL [2017-2019],369000,43361,Petrol,Bangalore,2017
1307,Honda City V CVT Petrol,862000,18711,Petrol,Delhi,2017
1308,Tata Nexon XZ,850000,29700,Petrol,Chennai,2020
1309,Isuzu D-Max V-Cross 4x4,1895000,64377,Diesel,Bangalore,2018
1310,Maruti Suzuki Ciaz Delta 1.3,597000,57498,Diesel,Delhi,2017
1311,Toyota Etios GD,550000,169100,Diesel,Ambattur,2015
1312,Maruti Suzuki Swift ZXi,479000,24389,Petrol,Delhi,2016
1313,Tata Harrier XZ [2019-2020],1620000,21077,Diesel,Thane,2019
1314,Tata Nexon EV XZ Plus,1475000,21065,Electric,Thane,2022
1315,Honda Jazz ZX CVT,1024000,9838,Petrol,Pune,2021
1316,Hyundai Venue SX 1.0 (O),1175000,24410,Petrol,Hyderabad,2020
1317,Hyundai Elite i20 Asta 1.2,715000,14000,Petrol,Thane,2018
1318,Maruti Suzuki Ciaz S 1.4,686000,21880,Petrol,Delhi,2018
1319,Maruti Suzuki Swift VDi ABS,645000,69939,Diesel,Bangalore,2016
1320,Volkswagen Polo Trendline 1.2L (P),609000,25501,Petrol,Bangalore,2017
1321,Hyundai Creta 1.6 S Petrol,828000,78623,Petrol,Delhi,2016
1322,Kia Seltos GTK 1.4 Dual,1105000,25483,Petrol,Kolkata,2019
1323,Maruti Suzuki Ciaz Alpha 1.4,735000,46993,Petrol,Thane,2017
1324,Maruti Suzuki Alto 800 LXi,366000,4697,Petrol,Delhi,2020
1325,Maruti Suzuki Wagon R 1.0,430000,53000,Petrol,Ahmedabad,2016
1326,Maruti Suzuki Ciaz Alpha Hybrid,812000,61867,Petrol,Delhi,2019
1327,Maruti Suzuki S-Cross Zeta 1.3,950000,28016,Diesel,Hyderabad,2018
1328,Ford EcoSport Titanium 1.5L TDCi,790000,71400,Diesel,Ahmedabad,2017
1329,Ford Endeavour Titanium Plus 2.2,3595000,27635,Diesel,Bangalore,2019
1330,Jeep Compass Limited 1.4 Petrol,1285000,48179,Petrol,Mumbai,2018
1331,Renault Captur RXL Petrol,779000,99938,Petrol,Bangalore,2018
1332,Hyundai Grand i10 Sports Edition,566000,12842,Petrol,Kolkata,2019
1333,Toyota Yaris J MT,1027000,8465,Petrol,Delhi,2021
1334,Renault Triber RXL [2019-2020],539000,30040,Petrol,Kolkata,2019
1335,Maruti Suzuki Swift VXi AMT,725000,45745,Petrol,Hyderabad,2020
1336,Audi A6 35 TDI Matrix,3175000,62410,Diesel,Bangalore,2016
1337,Hyundai Grand i10 Asta 1.2,540000,29135,Petrol,Thane,2017
1338,Hyundai Verna 1.6 VTVT SX,992000,8000,Petrol,Delhi,2019
1339,Volkswagen Vento Highline Plus 1.2,839000,40000,Petrol,Ahmedabad,2018
1340,Maruti Suzuki Wagon R 1.0,400000,48502,Petrol,Faridabad,2017
1341,Datsun redi-GO T(O) 1.0,465000,10655,Petrol,Chennai,2021
1342,Ford Fiesta Classic SXi 1.4,185000,55000,Diesel,Kolkata,2011
1343,Mahindra Alturas G4 4WD AT,2145000,40180,Diesel,Kolkata,2019
1344,Hyundai Grand i10 Nios Sportz,729000,33863,Petrol,Bangalore,2021
1345,Maruti Suzuki Ritz Vxi (ABS),357000,40877,Petrol,Pune,2013
1346,Honda City VX CVT,785000,61123,Petrol,Noida,2016
1347,Volvo XC60 Kinetic,2600000,82807,Diesel,Hyderabad,2016
1348,Hyundai Alcazar Prestige (O) 6,1875000,2293,Petrol,Ahmedabad,2021
1349,Renault Kwid 1.0 RXT [2016-2019],449000,28213,Petrol,Bangalore,2018
1350,Maruti Suzuki Swift VXi [2014-2017],699000,15400,Petrol,Bangalore,2018
1351,BMW 3 Series 320d Sport,1150000,38000,Diesel,Kolkata,2013
1352,Hyundai Grand i10 Sports Edition,491000,63148,Petrol,Bangalore,2015
1353,Mahindra Bolero Power Plus ZLX,650000,91752,Diesel,Hyderabad,2016
1354,Maruti Suzuki Ertiga ZXi,595000,67590,Petrol,Mumbai,2014
1355,Maruti Suzuki Swift DZire ZXI,495000,66784,Petrol,Thane,2015
1356,Hyundai Grand i10 Magna 1.2,385000,73000,Petrol,Noida,2014
1357,Ford Endeavour Titanium Plus 2.2,3595000,27000,Diesel,Bangalore,2019
1358,Maruti Suzuki Alto 800 Lxi,330000,21857,Petrol,Pune,2018
1359,Maruti Suzuki Alto LXi BS-III,200000,60506,Petrol,Hyderabad,2009
1360,Hyundai Santro Sportz CNG [2018-2020],499000,39598,CNG,Mumbai,2020
1361,Maruti Suzuki Ciaz ZDi+ SHVS,499000,48196,Diesel,Kolkata,2016
1362,Hyundai Creta SX Plus 1.6,813000,27433,Petrol,Kolkata,2016
1363,Honda Jazz V Petrol,545000,60857,Petrol,Mumbai,2017
1364,Land Rover Discovery Sport HSE,3299000,46328,Diesel,Kolkata,2017
1365,Mercedes-Benz GLA 200 CDI Sport,1650000,75000,Diesel,Faridabad,2015
1366,Hyundai Verna SX Plus 1.6,1200000,41197,Diesel,Thane,2019
1367,Volkswagen Ameo Comfortline 1.2L (P),550000,40000,Petrol,Ahmedabad,2017
1368,Datsun GO Plus T,325000,24921,Petrol,Thane,2016
1369,Toyota Yaris G CVT [2018-2020],804000,14839,Petrol,Pune,2018
1370,Maruti Suzuki Celerio VXi AMT,448000,80306,Petrol,Pune,2017
1371,Honda City VX CVT,750000,49419,Petrol,Thane,2016
1372,Honda Jazz V AT Petrol,650000,29206,Petrol,Ahmedabad,2017
1373,Hyundai Creta 1.6 SX Plus,1445000,37499,Petrol,Mumbai,2019
1374,Hyundai Grand i10 Asta AT,535000,41017,Petrol,Mumbai,2015
1375,Mercedes-Benz CLS 350,2900000,47000,Petrol,Ahmedabad,2014
1376,Ford EcoSport Titanium 1.5L Ti-VCT,901000,15386,Petrol,Kolkata,2020
